JT,Escape,EscapeTime,Ejection,JT_Clone,Clone
471078,out,4322300000.365809,4322700000.32329,471078_org,org
468012,in,1348000000.0413687,1348000000.0413687,468012_org,org
468782,in,3942900000.126789,3942900000.126789,468782_org,org
481744,in,596500000.0022005,596500000.0022005,481744_org,org
474042,in,1411300000.085234,1411300000.085234,474042_org,org
482465,in,821500000.0044569,821500000.0044569,482465_org,org
481504,out,2883300000.256398,2883400000.091561,481504_org,org
483008,in,3934100000.0026326,3934100000.0026326,483008_org,org
471503,in,3602800000.0597634,3602800000.0597634,471503_org,org
473080,in,3555200000.23291,3555200000.23291,473080_org,org
503262,out,6300000.330636162,6300000.330636162,503262_org,org
484549,in,73200000.00191051,73200000.00191051,484549_org,org
491282,in,26100000.160698585,26100000.160698585,491282_org,org
510505,out,177600000.3848291,178300000.31164944,510505_org,org
490775,in,784800000.0033858,784800000.0033858,490775_org,org
491358,in,344400000.38593423,344400000.38593423,491358_org,org
486039,out,112900000.1444924,113000000.359981,486039_org,org
489951,out,1048800000.1694654,1048900000.0046283,489951_org,org
490561,out,1580900000.0697124,1581200000.3660026,490561_org,org
511564,in,1398100000.0967,1398100000.0967,511564_org,org
483018,in,1166200000.0015874,1166200000.0015874,483018_org,org
487570,in,1796500000.1460345,1796500000.1460345,487570_org,org
513398,in,629500000.1712352,629500000.1712352,513398_org,org
483649,out,473500000.30674297,473700000.37246937,483649_org,org
484231,in,2797100000.001775,2797100000.001775,484231_org,org
485220,in,418200000.1241287,418200000.1241287,485220_org,org
510503,out,3838900000.348928,3839100000.0192533,510503_org,org
486678,out,534500000.18785614,534600000.02301913,486678_org,org
512933,out,588800000.041839,588900000.2724023,512933_org,org
484566,in,972200000.3019034,972200000.3019034,484566_org,org
511533,in,646100000.090916,646100000.090916,511533_org,org
487552,out,459400000.2201408,459400000.2201408,487552_org,org
491994,in,380100000.0583738,380100000.0583738,491994_org,org
509140,in,1417900000.277201,1417900000.277201,509140_org,org
489943,out,4027200000.3501134,4031600000.21449,489943_org,org
511582,out,2614000000.1278725,2614100000.358436,511582_org,org
488223,out,766300000.0524057,766800000.0190214,488223_org,org
483652,in,2514400000.214389,2514400000.214389,483652_org,org
489535,out,3894900000.168484,3895000000.003647,489535_org,org
513500,out,1408700000.0215926,1408800000.2521555,513500_org,org
486690,out,776300000.1755192,776600000.0764087,486690_org,org
510591,in,2820800000.080038,2820800000.080038,510591_org,org
486675,out,1582300000.1343968,1583200000.232465,486675_org,org
485417,out,1311400000.270861,1311500000.106024,485417_org,org
492374,out,3489200000.2902412,3489300000.1254034,492374_org,org
483020,in,2188500000.069128,2188500000.069128,483020_org,org
514062,in,528700000.2587941,528700000.2587941,514062_org,org
487571,in,2053900000.120147,2053900000.120147,487571_org,org
485415,out,1935500000.3547933,1935900000.0908465,485415_org,org
490785,out,2326000000.378041,2327800000.1787767,490785_org,org
487573,out,4298000000.181021,4298300000.149132,487573_org,org
489827,out,2356800000.2194858,2357600000.0869913,489827_org,org
490224,out,3983600000.256185,3984000000.387638,490224_org,org
513251,out,4410900000.042114,4411200000.010225,513251_org,org
512946,in,2514500000.049552,2514500000.049552,512946_org,org
496293,in,1970600000.2254546,1970600000.2254546,496293_org,org
498616,in,1328800000.0580466,1328800000.0580466,498616_org,org
483664,in,4093100000.06222,4093100000.06222,483664_org,org
490778,in,3411400000.0283203,3411400000.0283203,490778_org,org
493535,out,4304400000.291521,4304500000.2808895,493535_org,org
485456,in,2399000000.2487297,2399000000.2487297,485456_org,org
485507,out,4127100000.164486,4129300000.096675,485507_org,org
486686,out,4106200000.2155905,4106400000.281317,486686_org,org
513387,in,2828200000.13951,2828200000.13951,513387_org,org
514869,in,542500000.0491071,542500000.0491071,514869_org,org
486008,out,3098300000.135541,3100600000.298293,486008_org,org
514540,in,201900000.1603636,201900000.1603636,514540_org,org
514310,out,767200000.1504741,767700000.1170896,514310_org,org
515717,out,3372300000.029334,3372400000.2598968,515717_org,org
516347,in,2099400000.2453735,2099400000.2453735,516347_org,org
514692,in,2724900000.3939905,2724900000.3939905,514692_org,org
2005AW27,in,466000000.01670784,466000000.01670784,2005AW27_org,org
2004YF37,in,2210000000.2152023,2210000000.2152023,2004YF37_org,org
2002WP31,in,1183900000.0850625,1183900000.0850625,2002WP31_org,org
2002VV144,out,660300000.0126814,660400000.2432445,2002VV144_org,org
2008RZ90,out,147000000.0817116,147100000.2972002,2008RZ90_org,org
2008EG163,in,1334200000.251056,1334200000.251056,2008EG163_org,org
2008RV113,in,266800000.04087758,266800000.04087758,2008RV113_org,org
2007RK185,in,375400000.2931064,375400000.2931064,2007RK185_org,org
2008RG21,out,273000000.250255,273700000.28259695,2008RG21_org,org
2006SH371,out,1848100000.101213,1848600000.0678284,2006SH371_org,org
2007HM2,in,1415100000.147833,1415100000.147833,2007HM2_org,org
2008FJ125,in,4010100000.068417,4010100000.068417,2008FJ125_org,org
2007EH222,in,3042400000.151148,3042400000.151148,2007EH222_org,org
2008GP141,in,1308400000.0757668,1308400000.0757668,2008GP141_org,org
2008RA112,out,897300000.0045141,897300000.0045141,2008RA112_org,org
2006OK32,out,3088600000.3087173,3089200000.110496,2006OK32_org,org
2008EC54,out,3265100000.386052,3265200000.221215,2008EC54_org,org
2008QL25,in,3530000000.2548,3530000000.2548,2008QL25_org,org
2008TD114,in,165400000.19161755,165400000.19161755,2008TD114_org,org
2008SH120,in,106200000.33655488,106200000.33655488,2008SH120_org,org
2012BT2,in,24200000.344210856,24200000.344210856,2012BT2_org,org
2009SH246,in,222400000.05073065,222400000.05073065,2009SH246_org,org
2010DU12,in,1253700000.0903313,1253700000.0903313,2010DU12_org,org
2008SG262,in,1280600000.034015,1280600000.034015,2008SG262_org,org
2009UL145,out,1245600000.393917,1246100000.360533,2009UL145_org,org
2009SC247,in,897300000.0045141,897300000.0045141,2009SC247_org,org
2010AY92,in,1444600000.1551585,1444600000.1551585,2010AY92_org,org
2009ST155,in,381300000.0573314,381300000.0573314,2009ST155_org,org
2011QP65,out,1075600000.2779858,1075800000.3437119,2011QP65_org,org
2010VE177,out,1552200000.3252928,1552600000.0613453,2010VE177_org,org
2009WN204,in,1437100000.260523,1437100000.260523,2009WN204_org,org
2010VY69,out,1047700000.0056707,1047800000.236234,2010VY69_org,org
2009WE59,out,1288200000.1592133,1288300000.3897765,2009WE59_org,org
2011OL9,in,787700000.3633169,787700000.3633169,2011OL9_org,org
2010VJ111,out,1053000000.3635172,1053800000.2310222,2010VJ111_org,org
2010XU57,out,738000000.0440383,739000000.3726696,2010XU57_org,org
2010WK10,in,1405000000.1895564,1405000000.1895564,2010WK10_org,org
2010CR240,out,1595100000.3868785,1595200000.2220414,2010CR240_org,org
2010TO192,in,179700000.16529012,179700000.16529012,2010TO192_org,org
2010XH91,in,3181800000.09596,3181800000.09596,2010XH91_org,org
2008SJ20,out,735000000.2443441,736300000.0784649,2008SJ20_org,org
2010VZ215,out,652300000.1514305,652900000.3486093,2010VZ215_org,org
2009HP64,out,3135300000.0375013,3135300000.0375013,2009HP64_org,org
2011QV53,in,1123900000.1371806,1123900000.1371806,2011QV53_org,org
2010VV180,in,2590100000.379283,2590100000.379283,2010VV180_org,org
2010VU45,out,671500000.1347526,671600000.3653157,2010VU45_org,org
2010BK101,in,1266000000.376197,1266000000.376197,2010BK101_org,org
2009UA149,in,3062700000.2982645,3062700000.2982645,2009UA149_org,org
2010VM171,in,673300000.3308891,673300000.3308891,2010VM171_org,org
2008SR27,out,3575200000.083737,3575200000.083737,2008SR27_org,org
2011WK46,in,1568000000.3774686,1568000000.3774686,2011WK46_org,org
2011YD47,out,2125100000.1901,2125300000.2558265,2011YD47_org,org
2009WR154,out,2546300000.219629,2547900000.3500395,2009WR154_org,org
2010VW141,in,525800000.2942632,525800000.2942632,2010VW141_org,org
2008SD86,in,4224300000.0800548,4224300000.0800548,2008SD86_org,org
2009WG94,in,2487300000.204979,2487300000.204979,2009WG94_org,org
2010UY81,in,4185100000.245905,4185100000.245905,2010UY81_org,org
2008RU123,out,2913100000.164613,2913200000.395176,2008RU123_org,org
2011YL47,in,3182500000.1283016,3182500000.1283016,2011YL47_org,org
2010BM127,in,1465100000.3680012,1465100000.3680012,2010BM127_org,org
2009SG355,out,1061600000.0265467,1061800000.0922732,2009SG355_org,org
2009SR246,in,2372800000.337388,2372800000.337388,2009SR246_org,org
2012AG4,out,2945800000.0373588,2946300000.003974,2012AG4_org,org
2011PT15,in,3412700000.257841,3412700000.257841,2011PT15_org,org
2008TP34,out,2948000000.3649483,2948400000.101,2008TP34_org,org
2008SJ276,in,3022600000.366047,3022600000.366047,2008SJ276_org,org
2009TM19,in,2448800000.0077715,2448800000.0077715,2009TM19_org,org
2009WZ218,out,2215100000.1119227,2215200000.342485,2009WZ218_org,org
2009UO89,out,2140000000.1442075,2140100000.3747704,2009UO89_org,org
2008SG213,in,4445100000.3607645,4445100000.3607645,2008SG213_org,org
2011YJ,out,2888000000.0216656,2888100000.2522287,2011YJ_org,org
2011XY1,in,4443200000.167328,4443200000.167328,2011XY1_org,org
2008SP275,in,1730800000.104254,1730800000.104254,2008SP275_org,org
2011OE60,out,2990600000.1302433,2990800000.1959696,2011OE60_org,org
2009GT4,in,4023800000.0235662,4023800000.0235662,2009GT4_org,org
2011OH60,out,3061200000.0030174,3061300000.233581,2011OH60_org,org
2010XT25,in,4489600000.375357,4489600000.375357,2010XT25_org,org
2008SX273,in,1922200000.135697,1922200000.135697,2008SX273_org,org
2010VF166,in,3484200000.2286835,3484200000.2286835,2010VF166_org,org
2009SH272,out,2294600000.339416,2294800000.0097427,2009SH272_org,org
2010XO67,in,3087600000.375485,3087600000.375485,2010XO67_org,org
2012BP96,out,1115200000.2435877,1121200000.238376,2012BP96_org,org
2012BH118,in,478900000.10435236,478900000.10435236,2012BH118_org,org
2012BX49,out,1571100000.0123255,1571200000.2428887,2012BX49_org,org
2012BW133,in,1655800000.367102,1655800000.367102,2012BW133_org,org
2012JK67,in,4479300000.284014,4479300000.284014,2012JK67_org,org
2012BD141,in,3600300000.226685,3600300000.226685,2012BD141_org,org
2013AP133,out,2575400000.095502,2575500000.326065,2013AP133_org,org
2013AF94,in,1766000000.2054782,1766000000.2054782,2013AF94_org,org
2012MH7,in,3929900000.2039814,3929900000.2039814,2012MH7_org,org
2013AQ70,in,154100000.35620356,154100000.35620356,2013AQ70_org,org
2013AU88,out,270700000.08750284,270800000.318066,2013AU88_org,org
2013AQ95,out,356400000.37551063,356600000.0458368,2013AQ95_org,org
2013AS106,out,1813400000.3620048,1814500000.1303988,2013AS106_org,org
2012TR74,in,51500000.10063983,51500000.10063983,2012TR74_org,org
2013AT36,in,362900000.3369144,362900000.3369144,2013AT36_org,org
2013AH36,in,380400000.35466325,380400000.35466325,2013AH36_org,org
2012QF40,out,575600000.053305,575700000.2838683,2012QF40_org,org
2012QH10,out,3145000000.2597256,3145400000.391178,2012QH10_org,org
2012TM124,out,1368800000.155101,1369000000.2208273,2012TM124_org,org
2012TQ14,in,332100000.10006845,332100000.10006845,2012TQ14_org,org
2012TL15,out,3763700000.150649,3763800000.3812118,2012TL15_org,org
2012TP128,out,273100000.0854181,273300000.1511444,2012TP128_org,org
2013BQ1,out,48200000.37775061,48400000.02546511,2013BQ1_org,org
2012YQ9,in,693800000.148332,693800000.148332,2012YQ9_org,org
2013CE88,in,132200000.21679592,132200000.21679592,2013CE88_org,org
2012TS202,out,3826300000.162172,3826400000.392736,2012TS202_org,org
2012SW25,out,1934100000.2901094,1934700000.0918887,2012SW25_org,org
2013BJ,out,89700000.36693269,89700000.36693269,2013BJ_org,org
2013BG34,out,323100000.30558616,323200000.14074934,2013BG34_org,org
2012TZ219,in,504000000.2472996,504000000.2472996,2012TZ219_org,org
2012UP158,in,1705900000.027033,1706000000.2575965,2012UP158_org,org
2012TL182,out,2738700000.1843033,2738700000.1843033,2012TL182_org,org
2012TS245,in,693700000.3131689,693700000.3131689,2012TS245_org,org
2012RE39,in,1608500000.0457385,1608500000.0457385,2012RE39_org,org
2012TQ81,in,1927000000.1315274,1927000000.1315274,2012TQ81_org,org
2012QH22,out,1995300000.2369487,1995400000.0721128,2012QH22_org,org
2013CZ70,in,1033800000.3801948,1033800000.3801948,2013CZ70_org,org
2013CE201,out,514900000.0730814,518500000.0699543,2013CE201_org,org
2013CX152,out,1704100000.2262967,1705500000.2909806,2013CX152_org,org
2013AB43,out,2699300000.284428,2699500000.350154,2013AB43_org,org
2012VU7,in,3812700000.042186,3812700000.042186,2012VU7_org,org
2013BP,in,795300000.0931152,795300000.0931152,2013BP_org,org
2012TL243,in,3597900000.228769,3597900000.228769,2012TL243_org,org
2013CZ129,out,545700000.3099273,545900000.3756536,2013CZ129_org,org
2012YF1,out,2561200000.173737,2561500000.074626,2012YF1_org,org
2013CJ223,out,688300000.1201595,688400000.3507228,2013CJ223_org,org
2012TD288,in,2705600000.180105,2705600000.180105,2012TD288_org,org
2013CN180,out,2470500000.219572,2470700000.2852983,2013CN180_org,org
2013CA219,in,1680300000.3128705,1680300000.3128705,2013CA219_org,org
2013BQ,out,2905300000.3690877,2905400000.204252,2013BQ_org,org
2013CD65,in,2597000000.0767393,2597000000.0767393,2013CD65_org,org
2013BD28,in,2777400000.051837,2777400000.051837,2013BD28_org,org
2013CQ74,in,1908200000.2796574,1908200000.2796574,2013CQ74_org,org
2013CL223,in,1271500000.0089695,1271500000.0089695,2013CL223_org,org
2013CP211,out,2538500000.028705,2538600000.259268,2013CP211_org,org
2013BD60,in,3752100000.292525,3752100000.292525,2013BD60_org,org
2013BM67,in,3693500000.013928,3693500000.013928,2013BM67_org,org
2013BS38,in,4151100000.143639,4151100000.143639,2013BS38_org,org
2013CY197,out,2058100000.3141987,2058200000.1493614,2013CY197_org,org
2013BM,out,2573100000.32815,2573400000.229039,2013BM_org,org
2013BN3,in,4336000000.095743,4336000000.095743,2013BN3_org,org
2013CF39,in,3995900000.146651,3995900000.146651,2013CF39_org,org
2013BE,in,3122500000.18042,3122500000.18042,2013BE_org,org
2013CN200,in,2405300000.1444073,2405300000.1444073,2013CN200_org,org
2013BP34,out,2937400000.044655,2937500000.275218,2013BP34_org,org
2013BC58,in,3479300000.00229,3479300000.00229,2013BC58_org,org
2013YG32,in,1435900000.2615654,1435900000.2615654,2013YG32_org,org
2013TL143,in,227500000.36485016,227500000.36485016,2013TL143_org,org
2013RO26,in,569800000.1242431,569800000.1242431,2013RO26_org,org
2013VG24,out,766100000.3820795,766200000.2172426,2013VG24_org,org
2013RR53,out,355600000.11260545,355900000.01349485,2013RR53_org,org
2013TH137,in,1914100000.0438824,1914100000.0438824,2013TH137_org,org
2013JC15,out,3054600000.2064505,3054800000.2721767,2013JC15_org,org
2013OU11,in,1229600000.2760155,1229600000.2760155,2013OU11_org,org
2013TU41,out,279000000.24504316,279200000.31076944,2013TU41_org,org
2013ST39,out,1526700000.050893,1526800000.2814562,2013ST39_org,org
2013UF9,out,1848300000.166939,1848600000.0678284,2013UF9_org,org
2013EK154,out,1319300000.296949,1319700000.0330012,2013EK154_org,org
